PC1,PC2
2.8110956156336613,0.5519489801390367
-1.7921651323250127,-0.24179392393311888
2.90622051181069,0.23243372751386557
-1.5716858375309566,0.056911282719231265
2.4721955906714586,0.6988580336720011
-1.279486825588577,-0.034970929377915835
-0.38101529660257,1.4274429884135031
0.9113585620024602,-2.1873142004139483
-2.0522875446007784,-0.10736360408189768
1.5101973927189114,0.5184501702772364
3.5234720307825884,0.4376047407116983
-0.8878217612356722,-1.7942853655234856
-1.0837424077885511,-0.7422962486185712
-0.8915021970965293,-0.43795687744240436
-1.0029931883478322,0.8245345499830293
-1.4744853624220104,1.2871291377723302
-0.5448442723633945,1.4435849839682366
-1.601937800936078,1.0829165111933106
-1.5816704432293314,1.1153901962743098
1.3195526927078893,-1.7771189626682526
0.43413603498297665,-2.666876235247869
0.7209363052723217,-0.33733446654972454
-2.328390101742311,-0.4804331495060696
0.18594611406159867,-0.48608017611332655
-1.5325648069238078,0.10897781969745142
-1.6609753031117003,0.98832276684045
-0.1954485598702974,-2.0542278182141933
-0.8642052375514722,0.6532444863829162
-0.350787466886578,-1.0680528084276657
0.40596239963862046,0.2028339482012151
-0.4852595729741763,0.5522807665293867
0.7123006187831891,0.5683100453502962
3.238584365519815,-0.2637860247160806
-2.0544861399479637,-0.17942446431889947
1.6241436144517163,1.0733370371926425
-0.9732176995568507,1.350674672489042
-0.133918579814983,1.0270124240836747
-1.2176841578020763,-1.4091857365964482
-2.049407784334657,0.36595085961020585
-0.6715229429309262,-0.1755111418410331
-0.9593565750686991,0.3975887986971692
0.7490780291674458,1.519333531273954
-1.1777986060871786,-0.8693849054817074
1.1177227278695372,0.1448516637371995
-0.4914566175038755,1.5157223387827146
-2.278426060572734,1.0734797113881678
1.2945898848656177,1.1473431780607173
-1.601084943062995,0.01639346877184489
-1.8178965959464277,-0.7624697629956404
-3.0014211928951187,-0.08495034061200271
-1.6041150427858304,-0.5322873600069936
-1.8947946452432156,1.1509205864006133
-0.7820403398147437,1.322132906055424
1.2080541605517956,0.6221771259074322
-1.5538888791466743,0.0854267325540389
-0.5240559979150479,0.4539970937862903
0.4243310958027186,0.6783218194388672
1.201129129495544,-0.6508036280384559
1.3456869851991,0.340073861609765
1.7035771493596679,1.159465695889101
-1.617818939437633,1.05747071318208
-0.1214747103237931,-1.6820854088300858
-2.145038941475897,-0.7185967211796982
-0.631987701239844,1.0253185995249117
-1.1751501784546876,-0.7763624393748257
-0.07400463784040814,-1.932188536601471
0.7887084249456376,-2.310565610331628
-0.43915016546827546,-2.457873002766379
0.4711922394497845,0.7342293974612805
0.21763824468150583,0.8853005371342026
-1.2875805750440734,2.12383865385224
0.04075843689326378,0.6742744954099782
1.6854141380941485,1.1397717996020904
0.7412108288412079,0.54732209249118
-0.22817924238140583,-1.6720124741780615
0.10002476948690107,0.2914089139788865
0.9102963678916953,-0.13201402823631614
-0.79025819878539,1.308965715338501
-0.48272953082405895,-0.7797791327606997
-1.472980939060376,0.6753949991982306
1.0703821844142274,0.9955184212209658
-0.3864741971003902,0.1998519773640411
2.3882681316829726,0.17652008672964492
1.6573509800737614,0.6780067242683473
-1.5415983601676577,-0.38913581675968634
-0.2928337121576018,-1.538009403840959
2.799201163398443,1.37020918429962
-0.7969795486811837,-0.32518685243049983
-0.6250231870851325,-1.4807541401834443
2.3834359535465843,-0.2929136992027508
-0.4508612708490479,-0.745224829092628
2.17969848407318,0.3325630077285258
-0.4704606108537127,-2.0604858860523176
1.3429951353433427,-0.09418146303585508
-0.7168887718322848,0.8892845555537606
-0.14371610009801952,-1.7062014332650943
-0.7086261830297889,-0.7213470247459995
3.488107999311131,0.40206734268000266
-1.5404245655194977,0.09835772042421428
-2.365556965110742,0.3966344310677038
1.3714380201587848,1.3546923831873323
-1.0954144476090333,0.2827859794638561
-2.056363905701289,-0.5987790866405623
0.7437805555617565,-1.606574538713396
-1.6109392885367375,2.1429706408157507
-0.34253572935273435,-1.1437331382532858
-0.04123815154284416,1.0300217981760569
3.5645397767374982,0.8939802983147482
0.3566641334803881,-2.7447279304707926
0.4702726410248727,1.640278555035567
-1.7038269931264358,-0.15481391279643747
0.15296784079070755,-0.5525737607353342
-1.8386560810480357,1.2408694628625354
1.1335762667370612,-1.9640071085961772
2.6200185826928473,-0.05517126120776375
2.1473999968746154,-0.9452132682797689
0.4762335947499158,-0.6026621554295609
-0.9104506882701754,1.1163854535646158
2.438758968001617,0.17778701109524614
0.27576781469759365,0.6087653257244946
1.6701800917139622,1.55459032843442
-2.04265417421552,1.4512488364660099
-0.7518725477354968,1.649756057416263
-0.38071213797014664,-0.2821331310964771
0.8492854822416567,-1.0608404486624492
-0.20494992513204624,0.9310349294068682
0.8099718103379598,-1.1034677072053531
-0.024150441604930354,1.0504082506231707
-1.2144190890896023,-1.5731397745682572
-0.06270396743317716,-0.3243513536117246
0.10382730167715068,1.203091798458933
-2.046582295040158,-0.7039988581277132
1.2321563090381233,0.21697415479225945
